property_name,link,society,price,areaWithType,address,floorNumAllowed,noOfOpenSides,possession,nearbyLocations,description,features,rating,property_id
Residential land / Plot in Sector 52 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-52-gurgaon-220-sq-yard-spid-S69894848,sector 52 Gurgaon,3.8 Crore,(184 sq.m.) Plot Area,"Sector 52 Gurgaon, Gurgaon, Haryana",,1,Within 3 months,"['Radhakrishna Shani Mandir', 'Hanuman Mandir', 'Sanatan Dharm Mandir', 'Hdfc ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'State bank ATM', 'Icici bank ATM', 'Anand Hospital Gurgaon', 'Arihant Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Paras Hospital Gurgaon', 'Gupta', 'HUDA Office Complex', 'Pernod Ricard Charitable Dispensary', 'Medisca', 'Heera Fuel Station', 'HCG CNG Station', 'Bharat petroleum', '222', 'Hdfc bank and atm', 'Hdfc bank & atm', 'Axis bank', 'Kotak mahindra bank', 'Indusind bank', 'Pizza Hut', 'Cafe Tonini', 'Wat-a-Burger', 'Clock tower', 'Burger Singh', 'Sagar Ratna', ""Carl's Jr."", 'Starbucks', 'Bikanerwala', 'Shophouse by Kylin', 'St. Angels Sr', 'Amity Global School', 'IILM', 'School of Inspired Leadership SOIL', 'Gurugram University', 'Stones2milestones', 'St. Angels Jr', 'Iilm University']","Opposite mall 51, 30 mtr front road near to market near to school","['Water Storage', 'Rain Water Harvesting']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",S69894848
Residential land / Plot in Sector 70A Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-70-a-gurgaon-220-sq-yard-spid-Q69894372,,3.3 Crore,(184 sq.m.) Plot Area,"Sector 70A Gurgaon, Gurgaon, Haryana",4 Floors,1,Immediate,"['Sri Radhe Krishna Temple', 'Sai Dharamraj Hospital', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sona Devi Memorial Hospital and Trauma Centre', 'Gobind Hospital', 'Sanjeevani Hospital Gurgaon', 'Kamal Hospital and Maternity Centre', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Union bank of india', 'Central bank of india', 'State bank of india', 'Icici bank']","Residential plot available in gated community, on southern peripheral road.",['Maintenance Staff'],"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",Q69894372
Residential land / Plot in Sector 89 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-orris-woodview-residencies-sector-89-gurgaon-22-sq-yard-spid-F69885560,Orris Woodview Residencies,3.13 Crore,(18 sq.m.) Plot Area,"C2-44, Sector 89 Gurgaon, Gurgaon, Haryana",4 Floors,1,Immediate,"['City Square', 'Pataudi Road', 'Dwarka Expressway', 'NH-48', 'Sanskar Jyoti School', 'SGT University', 'Arc Multi Speciality Hospital', 'Garhi Harsaru Junction', 'Bamroli Cricket Ground']","Gated community, ready to move in project, best location, in front of st. Xavier school","['Feng Shui / Vaastu Compliant', 'Rain Water Harvesting']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",F69885560
Residential land / Plot in New Palam Vihar Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-new-palam-vihar-phase-1-gurgaon-100-sq-yard-spid-J69884326,,46 Lac,(84 sq.m.) Plot Area,"Kblock, New Palam Vihar Phase 1, Gurgaon, Haryana",4 Floors,2,Immediate,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Ram Mandir', 'Kalyan Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Bhardwaj Hospital', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Metro Hospital and Heart Institute Gurgaon', 'Yashroop Medical Centre', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Dr. Sindhu Clinic', 'Axis bank', 'Big Cinemas', ""McDonald's"", 'Moti Mahal', 'Cafe Coffee Day', 'Pind Baluchi', 'Pizza Hut', ""Domino's Pizza"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Palam vihar railway station']",Near dwaraka express way plot having boundry,,,J69884326
Residential land / Plot in New Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-new-gurgaon-121-sq-yard-spid-L69880400,,1.06 Crore,(101 sq.m.) Plot Area,"New Gurgaon, Gurgaon, Haryana",,,By 2024,"['Shri Balaji Hospital and Trauma Center', 'S.R.S. Hospital and Critical Care Unit', 'Petrol Pump IBP', 'Petrol Pump Indian Oil', 'Boxer Fuel Point', 'Haldiram']","We are proud owners of land available for sale in new gurgaon, gurgaon. Available at price of rs 1.06 crores. It has plot area of 121 sq yards. It is a freehold property",,,L69880400
Residential land / Plot in Sector 57 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-57-gurgaon-302-sq-yard-spid-K69876576,,5.5 Crore,(253 sq.m.) Plot Area,"Sector 57, Sector 57 Gurgaon, Gurgaon, Haryana",,1,undefined,"['Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM', 'Standard chartered ATM', 'Anand Hospital Gurgaon', 'Vatsalya Clinic', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'pracksht hospital', 'Meher Clinic', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Neelkanth Health Care', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'HUDA Office Complex', 'Wembley estate club', 'Medisca', 'Pernod Ricard Charitable Dispensary', 'SPAZE BUSINESS PARK', 'Unitech', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank', 'Hdfc bank and atm', 'Hdfc bank', 'Kotak mahindra bank', '222', 'Pizza Hut', 'Madison and Pike', 'India', 'Haldiram', 'Wat-a-Burger', 'Burger Singh', 'Gurugram University', 'Kamla International', 'Amity Global School', 'St. Angels Sr', 'Manav Rachna School', 'Delhi Public School Primary Section', 'IILM', 'Iilm University', 'Manav Rachna Swimming Pool']",A residential plot is available for sale. It is located in a very good area. Please contact for more details. Sector 57,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",K69876576
Residential land / Plot in Sector 57 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-57-gurgaon-303-sq-yard-spid-C69869272,,6 Crore,(253 sq.m.) Plot Area,"Sector 57 Gurgaon, Gurgaon, Haryana",4 Floors,2,Immediate,"['Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'State bank ATM', 'Icici bank ATM', 'Standard chartered ATM', 'Vatsalya Clinic', 'Anand Hospital Gurgaon', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'pracksht hospital', 'Meher Clinic', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Neelkanth Health Care', 'Dr. Naresh Pandita', 'Arihant Hospital', 'Dr. Anuj Sharma', 'Wembley estate club', 'HUDA Office Complex', 'Medisca', 'Pernod Ricard Charitable Dispensary', 'SPAZE BUSINESS PARK', 'Unitech', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank', 'Hdfc bank and atm', 'Hdfc bank', '222', 'Pizza Hut', 'Madison and Pike', 'India', 'Haldiram', 'Raj Restaurant', 'Gurugram University', 'Kamla International', 'Amity Global School', 'St. Angels Sr', 'Manav Rachna School', 'Delhi Public School Primary Section', 'IILM', 'St. Angels Jr', 'Iilm University', 'Manav Rachna Swimming Pool']","Check out this plot for sale in sector 57 gurgaon, one of the best locations in gurgaon. It's a 2723 sq.Ft. Super built up area property. Here, a solid foundation can easily withhold construction of 4 floors. The possession of the property can be received immediately. The type of ownership is freehold. The price of this massive plot is just  6 crore. Further negotiations can be done.",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",C69869272
Residential land / Plot in Acharya Puri,https://www.99acres.com/residential-land-plot-for-sale-in-acharya-puri-gurgaon-196-sq-yard-r2-spid-U61333604,,2.5 Crore,(164 sq.m.) Plot Area,"Acharya Puri, Gurgaon, Haryana",,,Immediate,"['Hanuman Mandir', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Ajay S. Gupta Clinic', 'Aarvy Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Dr. Sandeep Chauhan', 'Nangia Hospital Ent and Maternity', 'Ahooja Eye and Dental Institute Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Sethi Hospital Gurgaon', 'My Care Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'M.S Hospital', 'Bindal Clinic', 'Vinayak Hospital Gurgaon', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Kharbanda Maternity and Nursing Home', 'Dentecare - Multispeciality Dental Clinic', 'Satyam Hospital Gurgaon', 'Parashar Hospital', 'Lalit Dental Care', 'M Goel Hospital', 'Kathuria Hospital', 'Chiranjiv Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Shri Gobind Hospital', 'Dr. Sarvejeet Singh', 'Ravi Clinic and Health Care Centre', 'Jackson Hospital', 'Dr. Madan Clinic', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']","Looking for buyer to purchase our land available for sale in acharya puri, guntur. Available at price of rs 2.5 crores. It has plot area of 196 sq yards. It is a freehold property",,"['Environment4.5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",U61333604
Residential land / Plot in Sector 57 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-huda-flats-sector-57-gurgaon-263-sq-yard-spid-X69854962,Huda Flats,5 Crore,(220 sq.m.) Plot Area,"1718, Sector 57 Gurgaon, Gurgaon, Haryana",3 Floors,4,Immediate,"['Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM', 'Standard chartered ATM', 'Anand Hospital Gurgaon', 'Vatsalya Clinic', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'pracksht hospital', 'Meher Clinic', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Neelkanth Health Care', 'HUDA Office Complex', 'Wembley estate club', 'Medisca', 'Pernod Ricard Charitable Dispensary', 'SPAZE BUSINESS PARK', 'Unitech', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank', 'Hdfc bank and atm', 'Hdfc bank', 'Kotak mahindra bank', 'Indusind bank', 'State bank of india', '222', 'Pizza Hut', 'Madison and Pike', 'India', 'Haldiram', 'Wat-a-Burger', 'Burger Singh', 'Gurugram University', 'Kamla International', 'Amity Global School', 'St. Angels Sr', 'Manav Rachna School', 'Delhi Public School Primary Section', 'IILM', 'Iilm University', 'Manav Rachna Swimming Pool']",Original allotee of the property.,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",X69854962
Residential land / Plot in Sector 88B Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-vatika-xpressions-sector-88b-gurgaon-179-sq-yard-spid-P69848954,Vatika Xpressions,1.8 Crore,(150 sq.m.) Plot Area,"Sector 88B Gurgaon, Gurgaon, Haryana",4 Floors,2,Within 3 months,"['Dwarka Expressway', 'Adarsh public school,Garhi Harsaru', 'Excellere World School', 'PHC Garhi Harsaru', 'Aman Hospital & Surgical Centre', 'Garhi Harsaru Junction', 'Neemrana Palace']","To build a splendid residence, this plot in sector 88b gurgaon is the best fit for you. It spans over spectacular 179 sq.Yards super built up area. Up to 4 floors can be easily built on this land. Possession of land can be secured within 3 months. The property is owned under freehold contract. The plot is available at a price of  1.8 crore.",,,P69848954
Residential land / Plot in Sector 10 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-10-gurgaon-18-sq-yard-spid-P69837678,,2.7 Crore,(15 sq.m.) Plot Area,"Sector 10, Sector 10 Gurgaon, Gurgaon, Haryana",,1,undefined,,Best in class property available at sector 10 location in gurgaon,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",P69837678
Residential land / Plot in Maruti Kunj,https://www.99acres.com/residential-land-plot-for-sale-in-maruti-kunj-gurgaon-213-sq-yard-spid-R69837246,,56 Lac,(178 sq.m.) Plot Area,"Maruti Kunj, Maruti Kunj, Gurgaon, Haryana",6 Floors,1,Immediate,,Best in class property available at maruti kunj location in gurgaon,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",R69837246
Residential land / Plot in Sector 50 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-50-gurgaon-265-sq-yard-spid-D69835228,,7 Crore,(222 sq.m.) Plot Area,"Sector 50, Sector 50 Gurgaon, Gurgaon, Haryana",,1,Immediate,,A residential plot is available for sale. It is located in a very good area. Please contact for more details. Sector 50,,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",D69835228
Residential land / Plot in Badshahpur,https://www.99acres.com/residential-land-plot-for-sale-in-badshahpur-gurgaon-11-sq-yard-spid-E69834308,,25 Lac,(9 sq.m.) Plot Area,"17, Palra, Badshahpur, Gurgaon, Haryana",4 Floors,2,Immediate,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Gobind Hospital', 'Sai Dharamraj Hospital', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Kamal Hospital and Maternity Centre', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Bones Clinic - Orthopaedics', 'Vatsalya Clinic', 'Neelkanth Health Care', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Union bank of india', 'Central bank of india', 'State bank of india', 'Icici bank', 'Indusind bank', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'SRS Cinemas', 'Starbucks', 'Nook', ""Nirula's"", ""Domino's Pizza"", 'India', 'Madison and Pike', 'Haldiram', 'Kamla International']","Residential land- 3.5 stories can be constructed. Location on main road, opposite high rise premium apartments, good connectivity",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",E69834308
Residential land / Plot in Sohna,https://www.99acres.com/residential-land-plot-for-sale-in-corona-greens-sohna-gurgaon-87-sq-yard-spid-C69830750,Corona Greens,60 Lac,(73 sq.m.) Plot Area,"Sohna, Gurgaon, Haryana",,2,Immediate,"['Global City Centre Mall', 'Badshahpur Sohna Rd Hwy, Rajoria Ngr', 'GD Goenka University, Gurugram', 'GD Goenka World School', 'Vardaan Hospital & Trauma Centre', 'Indira Gandhi Intl Airport']",Small sized plot great for investment and great for end use. Limited inventory of this size in this market makes this plot a very lucrative purchase.,"['Water Storage', 'Rain Water Harvesting']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",C69830750
Residential land / Plot in Jacobpura,https://www.99acres.com/residential-land-plot-for-sale-in-jacobpura-gurgaon-111-sq-yard-spid-A69830034,,80 Lac,(93 sq.m.) Plot Area,"Jacobpura, Gurgaon, Haryana",4 Floors,1,Immediate,"['Hanuman Mandir', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Sharma Hospital Gurgaon', 'Gupta Hospital Gurgaon', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Sandeep Chauhan', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Dr. Ajay S. Gupta Clinic', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Dentecare - Multispeciality Dental Clinic', 'Kharbanda Maternity and Nursing Home', 'M Goel Hospital', 'Lalit Dental Care', 'Aarvy Hospital', 'Triveni Hospital Gurgaon', 'Kidney Clinic', 'My Care Clinic', 'M.S Hospital', 'Centre For Sight Gurgaon New Railway Road', 'Bindal Clinic', 'Dr. Sarvejeet Singh', 'Jackson Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Bhatnagar Maternity and Nursing Home', 'Ravi Clinic and Health Care Centre', 'Swastik Maternity and Medical Centre', 'Thakral Nursing and Maternity Home', 'Lotus Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Chiranjiv Hospital', 'Nangia Hospital Ent and Maternity', 'Sethi Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Sparsh Hospital Gurgaon', 'Satyam Hospital Gurgaon', 'IBP Petrol Station', 'Indian Oil', 'Indian Oil', 'Punjab national bank', 'State bank of india sbi', 'Rang Parivartan', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']","Close proximity to gurgaon railway station and in the heart of old gurgaon, lies the property near to sadar baaar.",,"['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",A69830034
Residential land / Plot in Sector 56 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-56-gurgaon-126-sq-yard-spid-T69826806,,2.8 Crore,(105 sq.m.) Plot Area,"D-247, Sector 56 Gurgaon, Gurgaon, Haryana",,2,Immediate,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'State bank ATM', 'Icici bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', 'Hdfc bank', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Sagar Ratna', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']",Planning to purchase a plot in gurgaon? This plot in sector 56 gurgaon is situated in one of the excellent locations of the city. The plot is around super built up area of 126 sq.Yards in size. Up to 4 floors can be easily built on this land. Possession of land can be secured immediately. The owner of the property has freehold entitlement over the land. The asking price is only 2.8 crore.,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",T69826806
Residential land / Plot in Ravi Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-ravi-nagar-gurgaon-100-sq-yard-r1-spid-I69744046,,1 Crore,(84 sq.m.) Plot Area,"Ravi Nagar, Gurgaon, Haryana",,2,Immediate,"['State bank ATM', 'Ankur Clinic and Maternity Home', 'Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Esic Hospital Gurugram', 'Mangalam Hospital and Heart Centre Gurgaon', 'Shri Gobind Hospital', 'Dr. Madan Clinic', 'Lal Superspeciality Hospital', 'Taneja Hospital', 'Dev Man Kathuria Clinic', 'Pearl Dental Clinic', 'Satyam Hospital Gurgaon', 'Shri Multispeciality Hospital', 'Dr. Ashok Jain', 'Bhanu Dental Care', 'Swastik Maternity and Medical Centre', 'Chiranjiv Hospital', 'Tirath Ram Hospitals Pvt Ltd', 'Rachna Dental Clinic', 'Sethi Hospital Gurgaon', 'Shree Krishna Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Kathuria Hospital', 'Geeta Nursing Home Gurgaon', 'Parashar Hospital', 'Parmar Dental Clinic & Lab', 'Nangia Hospital Ent and Maternity', 'Vinayak Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Nutan Dental Hospital', 'My Care Clinic', 'Kr Dental Hub', 'M.S Hospital', 'Bindal Clinic', 'Triveni Hospital Gurgaon', 'Yadav Hospital Gurgoan', 'Rama Hospital & Nursing Home', 'Sai Dental Clinic', 'Shri Ram Dental Clinic', 'Ravi Clinic and Health Care Centre', 'Aryan Hospital', 'Gautam Hospital', 'Sunrise Hospital Gurgaon', 'State bank of india', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School']","I want to sell my 100 gaj plot in ravi nagar gurgaon. 
This is approved plot in gurgaon. Anyone want to buy than contact me 
After discussion price could be up down",,,I69744046
